method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
\SM_PROX_GRADIENT,\S近接勾配法,\SProximal gradient,\Sforward-backward splitting,\SMF_COMPOSITE_CONVEX,\Svariant,\S滑らかな項へgradient、非滑らかな項へproxを適用。,\Sconvex;composite;nonsmooth;sparse;distributed,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\Sgradient_of_smooth_part;prox_or_subgradient,\Scontinuous;structured,\Ssimple_sets;separable_constraints;consensus,\Sprimary,\Sconditional_without_global_guarantee,\Sconvex_global,\Sdeterministic,\Slocal_numerical,\S凸性・Lipschitz性等の下で目的gapや残差の収束率。,\Sprimal_dual_gap;fixed_point_residual,\Svery_high,\Slow_to_medium,\S勾配・prox・射影・分離部分問題。,\S多反復だが各反復は比較的安価。,\Shigh_for_separable_or_distributed,\Slow_convex,\Smedium,\Shigh,\Smedium_by_variant,\Snonsmooth_yes_discontinuous_no,\Sprojection;prox;dual_variables,\Syes,\Syes_by_variant,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\Sstep_size_too_large;admm_residual_imbalance;slow_subgradient,\S非凸で証明必須;prox/射影が高価;離散変数,\Sf(x)+g(x)でf滑らか凸、gのproxが安価。,\S汎用NLPが規模・非滑らかさで苦戦。,\S残差の一方だけ停滞;反復回数過大;proxが支配的。,\Smedium,\Smedium,\Smedium,\Shigh,\Sprimal_dual_residual;objective_gap;fixed_point_residual;budget,\Sprimal_residual;dual_residual;step_size;prox_time,\S,\SMF_COMPOSITE_CONVEX,\S,\SS055;S061;S066;S067,\Shigh,\S2026-07-13
\SM_RANDOM_SEARCH,\Srandom search,\SRandom search,\Suniform/random sampling,\SMF_SURROGATE_HPO,\Svariant,\Ssearch spaceから独立にsamplingするbaseline。,\Sexpensive_black_box;hyperparameter_optimization;adaptive_experimentation,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\Sfunction_values;optional_gradients,\Scontinuous;integer;categorical;mixed_by_model,\Sbounds;black_box_constraints_by_framework,\Snot_required,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sheuristic,\Skernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,\Snone;posterior_uncertainty_not_certificate,\Slow_to_medium_dimensions;high_cost_evaluations,\Smedium_to_high_with_observations,\Ssurrogate fitting + acquisition optimization。,\S少ない高価評価を逐次またはbatchで選ぶ。,\Sbatch_or_asynchronous,\Smedium,\Shigh,\Shigh,\Smedium_to_high_if_modeled,\Smodel_dependent,\Sconstraint_surrogate;feasibility_probability;penalty,\Syes,\Syes,\S実装単純;並列;model misspecificationなし,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\Ssurrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\Sbaseline、低相関のHPO、多数並列。,\Srandom/evolutionary searchでは予算不足。,\Ssurrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,\Slow,\Slow,\Shigh,\Smedium,\Sevaluation_budget;time;expected_improvement;confidence_or_stall,\Sbest_so_far;surrogate_error;calibration;acquisition_value;failed_trials,\S,\SMF_SURROGATE_HPO,\S,\SS034;S035;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SM_RIEMANNIAN_GRADIENT,\SRiemann勾配法,\SRiemannian gradient descent,\SRGD,\SMF_MANIFOLD,\Svariant,\S接空間のRiemann gradient方向へ進みretractionで多様体へ戻す。,\Smanifold;matrix_factorization;rotations,\S変数の多様体構造、接空間射影、retraction、Riemann metricが定義可能。,\SRiemannian_gradient;Hessian_or_HVP_optional,\Smanifold;matrix;Lie_group,\Smanifold_intrinsic;additional_constraints_limited,\Sgeodesic_convex_by_problem,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S標準仮定下でRiemannian stationary pointへの収束。,\SRiemannian_gradient_norm,\Shigh,\Slow,\S接空間演算、retraction、線形代数。,\S目的・Riemann gradient・必要に応じHessian。,\Slinear_algebra_parallelism,\Shigh_nonconvex,\Smedium,\Smedium_to_high,\Slow,\Slow,\Sintrinsic_feasibility_by_retraction,\Syes,\Sconditional,\S制約をintrinsicに維持;座標冗長性を減らす,\S幾何実装;chart singularity;追加制約,\Swrong_gradient_projection;retraction_error;coordinate_singularity;poor_initialization,\S多様体構造が不要;不連続;離散変数,\SSO(3)、球面、Stiefel等が本質で常時可行性が必要。,\SEuclidean parameterizationでsingularityや制約違反。,\SRiemann gradient検査不一致;retraction後誤差;chart依存。,\Sexpert,\Shigh,\Sexpert,\Shigh,\SRiemannian_gradient_norm;step_norm;cost_change;budget,\SRiemannian_gradient_norm;retraction_error;orthogonality_error,\S,\SMF_MANIFOLD,\S,\SS044;S045;S071,\Shigh,\S2026-07-13
\SM_RIEMANNIAN_TRUST_REGION,\SRiemann trust-region法,\SRiemannian trust-region,\SRTR,\SMF_MANIFOLD,\Svariant,\S接空間の二次modelをtrust region内で解きretractionする。,\Smanifold;matrix_factorization;rotations,\S変数の多様体構造、接空間射影、retraction、Riemann metricが定義可能。,\SRiemannian_gradient;Hessian_or_HVP,\Smanifold;matrix;Lie_group,\Smanifold_intrinsic;additional_constraints_limited,\Sgeodesic_convex_by_problem,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S標準仮定下でRiemannian stationary pointへの収束。,\SRiemannian_gradient_norm,\Smedium_to_high_by_structure,\Smedium,\S接空間演算、retraction、線形代数。,\S目的・Riemann gradient・必要に応じHessian。,\Slinear_algebra_parallelism,\Shigh_nonconvex,\Smedium,\Smedium_to_high,\Slow,\Slow,\Sintrinsic_feasibility_by_retraction,\Syes,\Sconditional,\S制約をintrinsicに維持;座標冗長性を減らす,\S幾何実装;chart singularity;追加制約,\Swrong_gradient_projection;retraction_error;coordinate_singularity;poor_initialization,\S多様体構造が不要;不連続;離散変数,\S多様体上で二階曲率と頑健な局所収束が必要。,\SEuclidean parameterizationでsingularityや制約違反。,\SRiemann gradient検査不一致;retraction後誤差;chart依存。,\Sexpert,\Shigh,\Sexpert,\Shigh,\SRiemannian_gradient_norm;step_norm;cost_change;budget,\SRiemannian_gradient_norm;retraction_error;orthogonality_error,\S,\SMF_MANIFOLD,\S,\SS044;S045;S071,\Shigh,\S2026-07-13
\SM_SGD,\S確率的勾配降下法,\SStochastic gradient descent,\SSGD,\SMF_STOCHASTIC_ML,\Svariant,\Smini-batch gradientでparameterを更新。,\Smachine_learning;stochastic_ERM;neural_network,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\Sstochastic_gradient;automatic_differentiation,\Scontinuous_high_dimensional,\Susually_unconstrained;simple_projection,\Sstrong_theory,\Syes_stationary_training,\Slocal,\Sstochastic,\Slocal_numerical,\S凸/非凸でgradient normやregret等の保証。実装・schedule依存。,\Straining_gradient_or_loss_not_global_certificate,\Svery_high_GPU_distributed,\Slow,\Sone mini-batch forward/backward。,\S非常に多数の安価なstochastic steps。,\Shigh_GPU_data_model_parallel,\Shigh_nonconvex,\Shigh,\Smedium_to_high,\Sdesigned_for_stochastic_noise,\Slow,\Sprojection_or_penalty,\Syes,\Syes,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sdivergence;plateau;overfitting;bad_learning_rate;saddle,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\S巨大sample・online・convex ERMまたはNN baseline。,\Sfull-batch L-BFGS等がmemory/計算で重い。,\Svalidation悪化;gradient explosion;loss停滞;seed variance大。,\Smedium,\Shigh,\Slow_with_framework,\Smedium,\Svalidation_metric;gradient_norm_estimate;epoch_budget;early_stopping,\Strain_loss;validation_loss;gradient_norm;learning_rate;seed_variance,\S,\SMF_STOCHASTIC_ML,\S,\SS047;S048;S049;S070,\Shigh,\S2026-07-13
\SM_SHGO,\S単体複体homology大域最適化,\SSimplicial homology global optimization,\SSHGO,\SMF_GLOBAL_SEARCH,\Svariant,\Ssimplicial complexと局所探索で低次元bounded問題を探索。,\Sbounded_nonconvex;multimodal;black_box,\S有限探索領域と十分な評価予算。証明型では追加構造。,\Sfunction_values;optional_local_derivatives,\Scontinuous;bounds,\Sbounds;limited_general_constraints,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sdeterministic,\Sheuristic,\S条件下の収束/有限性結果があるが実装条件を確認。,\Susually_none;method_specific,\Slow,\Smedium,\S複数候補・局所探索・領域分割。,\S局所法より大幅に多い評価。,\Shigh_for_multistart_or_population,\Slower_than_single_start,\Smedium,\Shigh,\Smedium_by_variant,\Smedium,\Spenalty;feasibility_rules;local_solver,\Sconditional,\Srare,\S多峰性;複数解候補;局所法の初期値依存を緩和,\S評価費大;証明が弱い;次元の呪い,\Sbudget_exhaustion;premature_convergence;missed_basins,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S低次元で大域候補が必要、評価予算がある。,\S複数start局所法で解が不安定。,\S評価予算消費に対しincumbent改善が小さい;多様性消失。,\Smedium,\Smedium,\Smedium,\Smedium,\Sevaluation_budget;time_budget;global_gap_if_available;stall,\Sbest_so_far;diversity;coverage;local_refinement_success,\S,\SMF_GLOBAL_SEARCH,\S,\SS006;S007;S008;S009;S072;S073;S074,\Shigh,\S2026-07-13
\SM_SIMPLEX,\Sprimal simplex法,\SPrimal simplex,\Ssimplex,\SMF_LP_QP_CONIC,\Svariant,\SLPのbasis間を移動し最適basisを求める。,\SLP,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sexplicit_coefficients,\Scontinuous;cone_variables,\Slinear;quadratic_conic;semidefinite_by_solver,\Sprimary,\Susually_no_except_solver_extensions,\Sconvex_global,\Sdeterministic,\Sexact_with_tolerance,\SLPの有限pivot（anti-cycling条件等）と大域最適性。,\Sprimal_dual_residual;duality_gap;infeasibility_certificate_by_method,\Shigh,\Smedium_to_high,\Sbasis update、KKT factorization、またはsparse matrix-vector積。,\Sblack-box評価ではなく係数行列を直接利用。,\Slinear_algebra_or_first_order,\Slow,\Slow_to_medium,\Shigh,\Snot_applicable_input_data_sensitivity,\Snot_applicable,\Sprimal_dual_algorithm,\Sstrong,\Syes_for_parametric_by_solver,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sinfeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\SLP/QP/錐構造が明示できる。,\S一般NLPへ落とす前に構造変換可能。,\Spresolveでinfeasible;数値warning;gap停滞;memory超過。,\Slow_to_medium,\Slow_to_medium,\Smedium,\Shigh,\Sprimal_dual_feasibility;duality_gap;time;node_or_iteration_limit,\Sprimal_residual;dual_residual;gap;condition;presolve_reductions,\S,\SMF_LP_QP_CONIC,\S,\SS004;S010;S012;S013;S014;S016;S055;S062,\Shigh,\S2026-07-13
\SM_SIMULATED_ANNEALING,\Ssimulated annealing,\SSimulated annealing,\SSA;dual annealing,\SMF_GLOBAL_SEARCH,\Svariant,\S温度に応じて悪化移動も受理し局所解を脱出。,\Sbounded_nonconvex;multimodal;black_box,\S有限探索領域と十分な評価予算。証明型では追加構造。,\Sfunction_values;optional_local_derivatives,\Scontinuous;bounds,\Sbounds;limited_general_constraints,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sstochastic,\Smetaheuristic,\S確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,\Susually_none;method_specific,\Slow_to_medium,\Smedium,\S複数候補・局所探索・領域分割。,\S局所法より大幅に多い評価。,\Shigh_for_multistart_or_population,\Slower_than_single_start,\Shigh,\Shigh,\Smedium_by_variant,\Smedium,\Spenalty;feasibility_rules;local_solver,\Sconditional,\Srare,\S多峰性;複数解候補;局所法の初期値依存を緩和,\S評価費大;証明が弱い;次元の呪い,\Sbudget_exhaustion;premature_convergence;missed_basins,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S低次元で大域候補が必要、評価予算がある。,\S複数start局所法で解が不安定。,\S評価予算消費に対しincumbent改善が小さい;多様性消失。,\Smedium,\Smedium,\Smedium,\Smedium,\Sevaluation_budget;time_budget;global_gap_if_available;stall,\Sbest_so_far;diversity;coverage;local_refinement_success,\S,\SMF_GLOBAL_SEARCH,\S,\SS006;S007;S008;S009;S072;S073;S074,\Shigh,\S2026-07-13
\SM_SLSQP,\SSLSQP,\SSequential least-squares programming,\SSLSQP,\SMF_CONSTRAINED_NLP,\Svariant,\Sleast-squares型QP subproblemを用いるSQP変種。,\Scontinuous_nlp;constraints,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\Sgradient;jacobian;optional_hessian_or_hvp,\Scontinuous,\Sbounds;linear;nonlinear,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,\SKKT_residual;primal_dual_residual,\Slow_to_medium,\Smedium_to_high,\SKKT系またはQP部分問題の解法。,\S目的・勾配・制約・Jacobianを反復評価。,\Ssparse_linear_algebra,\Smedium_to_high_nonconvex,\Smedium,\Svery_high,\Slow,\Slow,\Sfilter;merit;barrier;penalty_by_variant,\Simplementation_dependent,\Sconditional,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\Sinfeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,\S離散変数;不連続制約;強いノイズ,\S中小規模、bounds/等式/不等式を持つ滑らかなNLP。,\S微分不要法では評価回数が多すぎる。,\SKKT残差停滞;制約違反が減らない;正則化反復が増大。,\Slow_to_medium,\Shigh,\Shigh,\Shigh,\SKKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,\Sconstraint_violation;stationarity;complementarity;factorization_status,\S,\SMF_CONSTRAINED_NLP,\S,\SS017;S029;S030;S056;S064;S002,\Shigh,\S2026-07-13
\SM_SMAC_RF,\SSMAC random-forest surrogate,\SSMAC with random forest,\SSMAC;RF-BO,\SMF_SURROGATE_HPO,\Svariant,\Srandom forest surrogateで混合/カテゴリHPOを扱う。,\Sexpensive_black_box;hyperparameter_optimization;adaptive_experimentation,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\Sfunction_values;optional_gradients,\Scontinuous;integer;categorical;mixed,\Sbounds;black_box_constraints_by_framework,\Snot_required,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sstatistical,\Skernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,\Snone;posterior_uncertainty_not_certificate,\Slow_to_medium_dimensions;high_cost_evaluations,\Smedium_to_high_with_observations,\Ssurrogate fitting + acquisition optimization。,\S少ない高価評価を逐次またはbatchで選ぶ。,\Sbatch_or_asynchronous,\Smedium,\Shigh,\Shigh,\Smedium_to_high_if_modeled,\Smodel_dependent,\Sconstraint_surrogate;feasibility_probability;penalty,\Syes,\Syes,\S高価な評価の節約;不確実性活用;条件付き空間対応の変種,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\Ssurrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S条件付き・カテゴリを含むalgorithm configuration。,\Srandom/evolutionary searchでは予算不足。,\Ssurrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,\Smedium,\Shigh,\Shigh,\Smedium,\Sevaluation_budget;time;expected_improvement;confidence_or_stall,\Sbest_so_far;surrogate_error;calibration;acquisition_value;failed_trials,\S,\SMF_SURROGATE_HPO,\S,\SS034;S035;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SM_SPATIAL_BRANCH_BOUND,\S空間branch-and-bound,\SSpatial branch and bound,\SsBB,\SMF_DISCRETE_EXACT,\Svariant,\S非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,\Snonconvex_QCQP;global_MINLP,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Smodel_coefficients;NLP_derivatives_for_MINLP,\Sbinary;integer;mixed,\Slinear;quadratic;nonlinear_by_method,\Srelaxation_dependent,\Syes_by_spatial_methods,\Sglobal_certificate,\Simplementation_dependent,\Sexact_with_tolerance,\S探索完了時にincumbentとboundから最適性gapを証明。,\SMIP_gap;primal_bound;dual_bound,\Slow_to_medium,\Shigh_tree_and_cuts,\S緩和問題 + cut + heuristic + branching。,\Snode数が指数的になり得る。,\Stree_parallelism,\Slow_to_medium_with_incumbent,\Smedium,\Shigh,\Slow_model_coefficients,\Snative_discrete,\Sfeasibility_tolerances;branching,\Syes_by_solver,\Sconditional,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Sweak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\S非凸global証明が必要でsolverが構造を扱える。,\SCP/graph/DPの専用構造が弱い。,\Sroot gapが大;node増加;可行解なし;memory逼迫。,\Smedium,\Shigh,\Smedium,\Shigh,\Soptimality_gap;time;node_limit;solution_limit,\Sincumbent;best_bound;gap;nodes;root_relaxation;cut_counts,\S,\SMF_DISCRETE_EXACT,\S,\SS005;S016;S021;S024;S025;S028,\Shigh,\S2026-07-13
\SM_SPSA,\S同時摂動確率近似,\SSimultaneous perturbation stochastic approximation,\SSPSA,\SMF_DFO_LOCAL,\Svariant,\S2回程度の摂動評価から高次元gradientを確率推定。,\Scontinuous;black_box;local,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\Sfunction_values_only,\Scontinuous;bounds_by_variant,\Sbounds;general_constraints_by_variant,\Sviable,\Syes_local_only,\Slocal,\Sstochastic,\Sheuristic,\SMADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,\Susually_none;mesh_or_model_stationarity,\Shigh,\Slow_to_medium,\S複数の関数評価と幾何更新。,\S通常1 gradient estimateあたり2関数評価。,\Slimited_to_moderate,\Shigh,\Smedium,\Shigh,\Smedium_to_high,\Smedium_by_direct_search,\Sfilter;progressive_barrier;penalty;geometry_by_variant,\Syes,\Srare,\S微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,\S高次元で評価数が急増;局所解;停止判定が弱い,\Ssimplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S高次元・noiseあり・評価予算から座標差分が不可能。,\S数値微分型勾配法が不安定。,\S幾何が退化;評価改善なし;次元に比べ予算不足。,\Smedium,\Smedium,\Smedium,\Smedium,\Smesh_size;trust_region_radius;step_size;objective_change;budget,\Sevaluation_count;simplex_geometry;mesh_size;constraint_violation,\S,\SMF_DFO_LOCAL,\S,\SS002;S018;S031;S060;S063;S056,\Shigh,\S2026-07-13
\SM_SQP,\S逐次二次計画法,\SSequential quadratic programming,\SSQP,\SMF_CONSTRAINED_NLP,\Svariant,\S各反復でQP近似を解く制約付きNLP法。,\Scontinuous_nlp;constraints,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\Sgradient;jacobian;optional_hessian_or_hvp,\Scontinuous,\Sbounds;linear;nonlinear,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,\SKKT_residual;primal_dual_residual,\Smedium_to_high_with_sparsity,\Smedium_to_high,\SQP部分問題 + derivative評価。,\S目的・勾配・制約・Jacobianを反復評価。,\Ssparse_linear_algebra,\Smedium_to_high_nonconvex,\Smedium,\Svery_high,\Slow,\Slow,\Sfilter;merit;barrier;penalty_by_variant,\Simplementation_dependent,\Sconditional,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\Sinfeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,\S離散変数;不連続制約;強いノイズ,\S中規模の滑らかな制約NLPで高精度が必要。,\S微分不要法では評価回数が多すぎる。,\SKKT残差停滞;制約違反が減らない;正則化反復が増大。,\Smedium,\Shigh,\Shigh,\Shigh,\SKKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,\Sconstraint_violation;stationarity;complementarity;factorization_status,\S,\SMF_CONSTRAINED_NLP,\S,\SS017;S029;S030;S056;S064,\Shigh,\S2026-07-13
\SM_SUBGRADIENT,\S劣勾配法,\SSubgradient method,\Ssubgradient descent,\SMF_COMPOSITE_CONVEX,\Svariant,\S非滑らか凸関数の劣勾配で更新。,\Sconvex;composite;nonsmooth;sparse;distributed,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\Sgradient_of_smooth_part;prox_or_subgradient,\Scontinuous;structured,\Ssimple_sets;separable_constraints;consensus,\Sprimary,\Sconditional_without_global_guarantee,\Sconvex_global,\Sdeterministic,\Slocal_numerical,\S凸性・Lipschitz性等の下で目的gapや残差の収束率。,\Sprimal_dual_gap;fixed_point_residual,\Shigh_to_very_high,\Slow_to_medium,\S勾配・prox・射影・分離部分問題。,\S多反復だが各反復は比較的安価。,\Shigh_for_separable_or_distributed,\Slow_convex,\Smedium,\Shigh,\Smedium_by_variant,\Snonsmooth_yes_discontinuous_no,\Sprojection;prox;dual_variables,\Syes,\Syes_by_variant,\S実装単純;巨大問題,\S収束が遅い;step scheduleに敏感,\Sstep_size_too_large;admm_residual_imbalance;slow_subgradient,\S非凸で証明必須;prox/射影が高価;離散変数,\Sより強いprox/structureが使えず、粗い解でよい。,\S汎用NLPが規模・非滑らかさで苦戦。,\S残差の一方だけ停滞;反復回数過大;proxが支配的。,\Smedium,\Smedium,\Smedium,\Shigh,\Sprimal_dual_residual;objective_gap;fixed_point_residual;budget,\Sprimal_residual;dual_residual;step_size;prox_time,\S,\SMF_COMPOSITE_CONVEX,\S,\SS055;S061;S066;S067,\Shigh,\S2026-07-13
\SM_TPE,\STPE,\STree-structured Parzen estimator,\STPE,\SMF_SURROGATE_HPO,\Svariant,\S良い/悪い観測の密度比で条件付きsearch spaceを探索。,\Sexpensive_black_box;hyperparameter_optimization;adaptive_experimentation,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\Sfunction_values;optional_gradients,\Scontinuous;integer;categorical;mixed,\Sbounds;black_box_constraints_by_framework,\Snot_required,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sstatistical,\Skernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,\Snone;posterior_uncertainty_not_certificate,\Slow_to_medium_dimensions;high_cost_evaluations,\Smedium_to_high_with_observations,\Ssurrogate fitting + acquisition optimization。,\S少ない高価評価を逐次またはbatchで選ぶ。,\Sbatch_or_asynchronous,\Smedium,\Shigh,\Shigh,\Smedium_to_high_if_modeled,\Smodel_dependent,\Sconstraint_surrogate;feasibility_probability;penalty,\Syes,\Syes,\S高価な評価の節約;不確実性活用;条件付き空間対応の変種,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\Ssurrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S混合・条件付きhyperparameter空間。,\Srandom/evolutionary searchでは予算不足。,\Ssurrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,\Smedium,\Shigh,\Shigh,\Smedium,\Sevaluation_budget;time;expected_improvement;confidence_or_stall,\Sbest_so_far;surrogate_error;calibration;acquisition_value;failed_trials,\S,\SMF_SURROGATE_HPO,\S,\SS034;S035;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SM_TRUST_EXACT,\S厳密trust-region Newton法,\SNearly exact trust-region,\Strust-exact,\SMF_TRUST_REGION,\Svariant,\Sdense Hessianを用いて部分問題を高精度に解く。,\S連続;滑らか;局所最適化;最小二乗,\S局所モデルと微分情報が利用可能。,\Sgradient;hessian,\Scontinuous,\Sunconstrained;bounds_or_general_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S標準仮定下で一階/二階停留点への大域的収束理論を持つ変種がある。,\Sfirst_order_residual;model_agreement,\Slow_to_medium,\Shigh,\Sモデル構築と信頼領域部分問題。HVP/Krylovで大規模化可能。,\S通常1試行点ごとに目的評価;拒否時は追加。,\Slinear_algebra_parallelism,\Smedium,\Smedium,\Shigh,\Slow_to_medium,\Slow,\Svariant_dependent,\Syes,\Sconditional,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\Strust_radius_collapse;bad_model;ill_conditioning,\S不連続;強いノイズ;微分不能,\SHVP/Jacobianが得られ、Newton系を安定に使いたい。,\S線探索が不安定または曲率が重要。,\S半径が縮小し続ける;モデル改善比が悪い;部分問題が支配的。,\Smedium,\Smedium,\Shigh,\Shigh,\Sgradient_norm;trust_radius;model_reduction;budget,\Sactual_predicted_ratio;trust_radius;cg_iterations;rejected_steps,\S,\SMF_TRUST_REGION,\S,\SS002;S003;S056,\Shigh,\S2026-07-13
\SM_TRUST_KRYLOV,\Strust-krylov,\STrust-region Krylov,\Strust-krylov,\SMF_TRUST_REGION,\Svariant,\SKrylov部分空間でtrust-region部分問題を近似する大規模法。,\S連続;滑らか;局所最適化;最小二乗,\S局所モデルと微分情報が利用可能。,\Sgradient;hvp,\Scontinuous,\Sunconstrained;bounds_or_general_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S標準仮定下で一階/二階停留点への大域的収束理論を持つ変種がある。,\Sfirst_order_residual;model_agreement,\Svery_high,\Smedium,\Sモデル構築と信頼領域部分問題。HVP/Krylovで大規模化可能。,\S通常1試行点ごとに目的評価;拒否時は追加。,\Slinear_algebra_parallelism,\Smedium,\Smedium,\Shigh,\Slow_to_medium,\Slow,\Svariant_dependent,\Syes,\Sconditional,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\Strust_radius_collapse;bad_model;ill_conditioning,\S不連続;強いノイズ;微分不能,\SHVP/Jacobianが得られ、Newton系を安定に使いたい。,\S線探索が不安定または曲率が重要。,\S半径が縮小し続ける;モデル改善比が悪い;部分問題が支配的。,\Smedium,\Smedium,\Shigh,\Shigh,\Sgradient_norm;trust_radius;model_reduction;budget,\Sactual_predicted_ratio;trust_radius;cg_iterations;rejected_steps,\S,\SMF_TRUST_REGION,\S,\SS002;S003;S056,\Shigh,\S2026-07-13
